Store Name,Shop ID,Store ID,Order Count,Count of Misc payment,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Price Adjustments (incl. tax),Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Marketing Adjustment,Bag Fee,Marketplace Fee,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Total Sales after Adjustments (incl tax),Capital payments,Other payments,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Payout reference ID
McDonald's® (Maple & Veterans),7e439efc-4e4a-483b-a64c-5033eaa6757f,4081,122,0,2864.54,257.87,3122.41,-44.05,-5.8,-49.85,0,0,0,-400.7,-35.97,0,0,0,0,-374.67,0,0,0,0,2721.71,0,0,-216.1,0,2045.12,7/21/25,HBQIHBBBSGEYGE7
McDonald's® (Maple & Veterans),7e439efc-4e4a-483b-a64c-5033eaa6757f,4081,104,1,2436.05,219.35,2655.4,8.39,-1.66,6.73,0,0,0,-430.29,-38.56,0,0,0,0,-308.81,0,0,0,0,2225.11,0,0,-179.13,0,1708.86,7/28/25,492BQZ00ZJH3YJT
McDonald's® (Maple & Veterans),7e439efc-4e4a-483b-a64c-5033eaa6757f,4081,109,0,2465.91,221.94,2687.85,-11.1,-1,-12.1,0,0,0,-285.92,-25.52,0,0,0,0,-330.47,0,0,0,0,2401.93,0,0,-195.42,0,1838.42,8/4/25,UWDJCHOZXCG3UQR
McDonald's® (Maple & Veterans),7e439efc-4e4a-483b-a64c-5033eaa6757f,4081,93,0,2099.03,189.09,2288.12,-18.46,-1.66,-20.12,0,0,0,-152.11,-13.69,0,0,0,0,-300.82,0,0,0,0,2136.01,0,0,-173.74,0,1627.64,8/11/25,8PNVNW68RGDKM8N
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,271,0,6535.14,637.12,7172.26,-13.47,-1.31,-14.78,0,0,0,-689.23,-66.93,0,0,0,0,-896.47,0,0,0,0,6483.03,0,0,-510.56,0,4994.28,6/2/25,SOPKACII6W9ACTQ
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,289,0,6812.21,664.31,7476.52,-101.13,-9.86,-110.99,0,0,0,-654.33,-63.53,0,0,0,0,-941.06,0,0,0,0,6822.19,0,0,-530.34,0,5176.28,6/9/25,7TG424AQP0OONBD
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,279,0,6242.29,608.83,6851.12,4.46,-4.99,-0.53,0,0,0,-838.89,-81.53,0,0,0,0,-827.83,0,0,0,0,6012.23,0,0,-468.2,0,4634.14,6/16/25,PCNEUGAR14CK67I
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,243,0,5702.25,556.03,6258.28,-37.14,-3.63,-40.77,0,0,0,-506.43,-49.14,0,0,0,0,-793.83,0,0,0,0,5751.85,0,0,-451.66,0,4416.45,6/23/25,UR4XWQV2Z6P0QJD
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,278,1,6095.42,594.38,6689.8,-53.5,-5.22,-58.72,0,0,0,-631.59,-61.21,0,0,0,0,-833.38,0,0,0,0,6058.21,0,0,-473.86,0,4670.57,6/30/25,N4VUAHE8L2X232W
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,233,2,5243.53,511.4,5754.93,-23.86,-2.74,-26.6,0,0,0,-395.83,-38.45,0,0,0,0,-737.61,0,0,0,0,5359.1,0,0,-421.94,0,4346.64,7/7/25,PK9X1WQID340W5S
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,302,1,6614.66,645.15,7259.81,-36.62,-4.15,-40.77,0,0,0,-554.55,-53.95,0,0,0,0,-929.52,0,0,0,0,6705.26,0,0,-526.8,0,5180.35,7/14/25,39NSYYMVV4H5LTE
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,303,0,6906.88,673.67,7580.55,6.1,-2.17,3.93,0,0,0,-905.4,-87.93,0,0,0,0,-912.2,0,0,0,0,6675.15,0,0,-523.36,0,5155.59,7/21/25,60DQ7SHHKVN1I69
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,327,1,7724.03,753.07,8477.1,-88.58,-9.13,-97.71,0,0,0,-1241.41,-120.43,0,0,0,0,-987.78,0,0,0,0,7235.69,0,0,-559.54,0,5479.19,7/28/25,J2JPX99SBFLKWA2
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,291,0,6896.28,672.46,7568.74,-41.69,-5.77,-47.46,0,0,0,-964.75,-93.67,0,0,0,0,-909.72,0,0,0,0,6603.99,0,0,-514.1,0,5039.04,8/4/25,4BU85XIYXQU4AH4
McDonald's® (Division & Vermette),b887d75a-19cf-4c72-9f49-4c7a1878439f,23867,235,0,5559.19,542.35,6101.54,-19.14,-2.25,-21.39,0,0,0,-568.42,-55.51,0,0,0,0,-761.97,0,0,0,0,5533.12,0,0,-434.77,0,4259.48,8/11/25,PWVBYANPX4AVMCN
